,x,y
772,9.6194,0.11823417
773,9.62085,0.0973496
774,9.6223,0.16691047
775,9.62375,0.25353709
776,9.6252,0.2790958
777,9.62665,0.23642612000000002
778,9.6281,0.16477381
779,9.62955,0.16516033
780,9.631,0.22975746
781,9.63245,0.27765191
782,9.6339,0.28341621
783,9.63535,0.24875768
784,9.636800000000001,0.21958999
785,9.63825,0.20696121
786,9.6397,0.23337193
787,9.64115,0.2961241
788,9.6426,0.3076762
789,9.64405,0.2542007
790,9.6455,0.20514762
791,9.64695,0.21781185
792,9.6484,0.27679145
793,9.64985,0.31058785
794,9.651299999999999,0.31364471
795,9.65275,0.33080015
796,9.6542,0.32999419999999996
797,9.65565,0.29467633
798,9.6571,0.28716192
799,9.65855,0.31548592000000003
800,9.66,0.31719804
801,9.66145,0.28068489
802,9.6629,0.21778348
803,9.66435,0.20436224
804,9.6658,0.31178418
805,9.66725,0.36990073
806,9.6687,0.3458418
807,9.67015,0.36172569
808,9.6716,0.35619986000000003
809,9.67305,0.34555587
810,9.6745,0.37918136
811,9.67595,0.36808609999999997
812,9.6774,0.30820403
813,9.67885,0.28734127
814,9.6803,0.26850089
815,9.681750000000001,0.24229006
816,9.6832,0.28082675
817,9.68465,0.30660319
818,9.6861,0.30077425
819,9.68755,0.33521757
820,9.689,0.34152803
821,9.69045,0.32474881
822,9.6919,0.35592258
823,9.69335,0.35986444
824,9.6948,0.30275035
825,9.69625,0.31321025
826,9.6977,0.32756314000000003
827,9.69915,0.24909498
828,9.7006,0.26460102
829,9.70205,0.33150575
830,9.7035,0.29640171
831,9.70495,0.30769074
832,9.7064,0.35113299000000003
833,9.70785,0.31970602
834,9.7093,0.29498157
835,9.71075,0.26121199
836,9.7122,0.18344553
837,9.71365,0.17280835
838,9.7151,0.26727286
839,9.71655,0.28646332
840,9.718,0.22712044
841,9.71945,0.24981368
842,9.7209,0.26494249999999997
843,9.72235,0.20047959999999998
844,9.7238,0.15199538
845,9.72525,0.15318142
846,9.7267,0.20639195
847,9.72815,0.31132945
848,9.7296,0.41047123
849,9.73105,0.38937059
850,9.7325,0.31321684
851,9.73395,0.31900308
852,9.7354,0.29148373
853,9.73685,0.23375858
854,9.7383,0.30549508000000003
855,9.73975,0.38952878
856,9.7412,0.34569308
857,9.74265,0.32900134000000003
858,9.7441,0.35228741
859,9.74555,0.32488585000000003
860,9.747,0.34355181
861,9.74845,0.42997232
862,9.7499,0.43135279
863,9.75135,0.32803449
864,9.7528,0.31327713
865,9.75425,0.32675475
866,9.755700000000001,0.27078781
867,9.75715,0.28998449
868,9.7586,0.36686057
869,9.76005,0.35064113
870,9.7615,0.32578641
871,9.76295,0.3790783
872,9.7644,0.37763861
873,9.76585,0.34717166
874,9.7673,0.39076886
875,9.76875,0.44324923
876,9.770199999999999,0.38539183
877,9.77165,0.31391045
878,9.7731,0.33184338
879,9.77455,0.30324501
880,9.776,0.26883009
881,9.77745,0.33963668
882,9.7789,0.40725684
883,9.78035,0.36081359
884,9.7818,0.30493671
885,9.78325,0.33443692
886,9.7847,0.35231826
887,9.78615,0.36828074
888,9.7876,0.44569683
889,9.78905,0.48360363
890,9.7905,0.39349547
891,9.79195,0.3185195
892,9.7934,0.36535308
893,9.79485,0.36190471
894,9.7963,0.31396577000000003
895,9.79775,0.36748725
896,9.7992,0.41830903
897,9.800650000000001,0.36907169
898,9.8021,0.32934302
899,9.80355,0.38288924
900,9.805,0.39624196
901,9.80645,0.35804412
902,9.8079,0.40216419000000003
903,9.80935,0.45865104
904,9.8108,0.41556701
905,9.81225,0.33291808
906,9.8137,0.33659267
907,9.81515,0.36684793
908,9.8166,0.34991226000000003
909,9.81805,0.3685019
910,9.8195,0.42670949999999996
911,9.82095,0.40587854
912,9.8224,0.27353379
913,9.82385,0.17755562
914,9.8253,0.1940023
915,9.82675,0.24201281
916,9.8282,0.30553606
917,9.82965,0.40178955
918,9.8311,0.44435865
919,9.83255,0.41414294
920,9.834,0.39280772
921,9.83545,0.38373882
922,9.8369,0.36290085
923,9.83835,0.3718825
924,9.8398,0.43582773
925,9.84125,0.48536542
926,9.8427,0.46348861
927,9.84415,0.41887602
928,9.8456,0.42900595
929,9.84705,0.44302413
930,9.8485,0.42754632000000004
931,9.84995,0.45446771
932,9.8514,0.48835844
933,9.85285,0.44173855
934,9.8543,0.32935023
935,9.85575,0.2028189
936,9.8572,0.11857982
937,9.85865,0.14498061
938,9.8601,0.25992477
939,9.86155,0.3963618
940,9.863,0.48250598
941,9.86445,0.48223644
942,9.8659,0.47374761
943,9.86735,0.47964999
944,9.8688,0.44122422
945,9.87025,0.41465968000000003
946,9.8717,0.46917459
947,9.87315,0.54165232
948,9.874600000000001,0.54013354
949,9.87605,0.49145722000000003
950,9.8775,0.48384216
951,9.87895,0.49199855000000003
952,9.8804,0.43890724000000003
953,9.88185,0.38838577
954,9.8833,0.43243092
955,9.88475,0.51493198
956,9.8862,0.53268802
957,9.88765,0.49413209999999996
958,9.8891,0.48024225000000004
959,9.89055,0.42740333
960,9.892,0.29791558
961,9.89345,0.27537712000000003
962,9.8949,0.40429312
963,9.89635,0.50286192
964,9.8978,0.46390817
965,9.89925,0.32133785
966,9.9007,0.26152042000000003
967,9.90215,0.35372981000000003
968,9.9036,0.40158245000000004
969,9.90505,0.40676218000000003
970,9.9065,0.49626571
971,9.90795,0.57110423
972,9.9094,0.55423492
973,9.91085,0.55169868
974,9.9123,0.60015345
975,9.91375,0.59412909
976,9.9152,0.51728624
977,9.91665,0.50122619
